識別號,年度,主聘系所,教師姓名,專兼任,狀態,專案案號,專案案名,專案類型,計畫性質,是否為補助在籍學生之人才培育相關課程(計畫)或就業學程,執行起始日期,執行結束日期,工作類別,經費狀態,計畫總金額(元),政府出資金額,企業出資金額,其他單位出資金額,學校(研究學院)出資金額,主要經費來源,單位名稱,次要經費來源,受惠機構名稱,國內委託單位,國外委託單位,國內合作單位,國外合作單位,他校轉入的專案,專案已轉至他校
1285218,114,化妝品應用系,林傳福,專任,續聘,CMRPF1P0092,(接續CORPF1P0061)(長長科)整合型基於傳統中藥配方尋找標靶嗜中性白血球發炎的關鍵藥材:治療急性呼吸窘迫症及腫瘤之子計畫一：基於網絡藥理學的中藥複方雞鳴散活性成分與最佳化萃取製程研究(2/3),其他單位產學計畫,A1專題研究,,2025/1/1,2025/12/31,主持人,原核定,"523,250",0,0,"523,250",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1262441,114,化妝品應用系,黃俊薰,專任,續聘,EZRPF3Q0241,以微針促進千日菊素之經皮吸收,校內補助案,--,,2025/1/1,2025/12/31,主持人,原核定,"235,000",0,0,0,"235,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262235,114,化妝品應用系,吳秋燕,專任,續聘,EZRPF3Q0351,114年度鼓勵大專校院選送學生出國研修或國外專業實習(學海計畫)-中醫護理與美容實務跨領域海外學習計畫,政府其他案件,--,,2025/5/31,2026/10/31,主持人,原核定,"868,114","723,428",0,0,"144,686",教育部,教育部,,,教育部,,,,否,否
1262469,114,化妝品應用系,廖婉玉,專任,續聘,EZRPF3Q0381,114年度鼓勵大專校院選送學生出國研修或國外專業實習(學海計畫)-日本東京Sachi Salon美甲實務實習,政府其他案件,--,,2025/5/31,2026/10/31,主持人,原核定,"370,254","308,545",0,0,"61,709",教育部,教育部,,,教育部,,,,否,否
1285224,114,化妝品應用系,吳秋燕,專任,續聘,EZRPF3Q0811,114年第2梯次鼓勵國內大專校院選送學生出國研修或國外專業實習-「學海築夢」計畫--全人健康促進跨領域海外實習計畫,政府其他案件,--,,2025/11/26,2026/10/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,,長庚科技大學,教育部,,,,否,否
1262233,114,化妝品應用系,吳秋燕,專任,續聘,FCRPF3Q0021,國中技藝教育扎根計畫-新北市立佳林國中醫護社團,企業產學計畫(含公營及私人企業),A9其他,,2025/9/1,2026/8/31,共同(協同)主持人,,0,0,0,0,0,企業(公營、民營、國外及私人企業),臺灣銀行股份有限公司王長庚公益信託暨諮詢委員會,,,臺灣銀行股份有限公司王長庚公益信託暨諮詢委員會,,,,否,否
1262424,114,化妝品應用系,林傳福,專任,續聘,NMRPF3N0053,苦蔘黃酮類衍生物抗乾癬之研究,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,主持人,原核定,"1,410,000","1,410,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1262501,114,化妝品應用系,林鴻銘,專任,續聘,PZRPF3Q0041,114年代謝症候群防治宣導暨個案賦能計畫，分項二：倡議代謝症候群防治暨個案改善獎勵,政府產學計畫,A9其他,,2025/5/19,2025/12/15,共同(協同)主持人,,0,0,0,0,0,政府其他部會,衛生福利部國民健康署,,,衛生福利部國民健康署,,,,否,否
1262502,114,化妝品應用系,林鴻銘,專任,續聘,SCRPF3Q0011,報價自動化管理系統建置,企業產學計畫(含公營及私人企業),A4技術服務,,2025/1/1,2025/6/30,主持人,原核定,"200,000",0,"200,000",0,0,企業(公營、民營、國外及私人企業),北斗七星實業有限公司,,,北斗七星實業有限公司,,,,否,否
1262236,114,化妝品應用系,吳秋燕,專任,續聘,SCRPF3Q0051,芳香調理專業人才培育訓練,其他單位產學計畫,A4技術服務,,2025/3/1,2026/2/28,主持人,原核定,"220,000",0,0,"220,000",0,其他單位(包含法人機構),社團法人中華芳香調理教育學會,,,社團法人中華芳香調理教育學會,,,,否,否
1262234,114,化妝品應用系,吳秋燕,專任,續聘,SCRPF3Q0151,芳香調理專業人員初階班和芳香調理專業人才高階班,其他單位產學計畫,A9其他,,2025/7/1,2026/12/31,共同(協同)主持人,,0,0,0,0,0,其他單位(包含法人機構),社團法人中華芳香調理教育學會,,,社團法人中華芳香調理教育學會,,,,否,否
1262500,114,化妝品應用系,林鴻銘,專任,續聘,SCRPF3Q0241,人工智慧放射治療器官勾勒系統市場准入計畫之臨床經濟效益評估報告,企業產學計畫(含公營及私人企業),A4技術服務,,2025/7/18,2025/11/30,主持人,原核定,"4,889,285",0,"4,889,285",0,0,企業(公營、民營、國外及私人企業),工業技術研究院,,,工業技術研究院,,,,否,否
1262425,114,化妝品應用系,林傳福,專任,續聘,ZMRPF3Q0131,國科會計畫(NMRPF3N0053)相對補助20%,校內補助案,--,,2025/8/1,2026/7/31,主持人,原核定,"210,000",0,0,0,"210,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1285232,114,化妝品應用系,張祐嘉,兼任,續聘,NMRPF3Q0321,海當歸減緩運動發炎活性評估及建立活性部份純化物粉劑之規格標準,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1285233,114,化妝品應用系,張祐嘉,兼任,續聘,NMRPF3Q0371,探究海洋軟珊瑚新穎天然化合物的腦保護效用與機制(1/3),政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1262443,114,幼兒保育系,邱慧芳,專任,續聘,EZRPF3Q0131,教育部推動第四期大學社會責任實踐計畫-在地扎根.社會共生-優質教育、代間共融、AI智慧療育計畫,政府其他案件,--,,2025/1/1,2025/12/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,長庚科技大學,,教育部,,,,否,否
1262445,114,幼兒保育系,常雅珍,專任,續聘,EZRPF3Q0131,教育部推動第四期大學社會責任實踐計畫-在地扎根.社會共生-優質教育、代間共融、AI智慧療育計畫,政府其他案件,--,,2025/1/1,2025/12/31,主持人,原核定,"7,480,000","6,800,000",0,0,"680,000",教育部,教育部,,,教育部,,,,否,否
1262493,114,幼兒保育系,劉芳妤,專任,續聘,EZRPF3Q0131,教育部推動第四期大學社會責任實踐計畫-在地扎根.社會共生-優質教育、代間共融、AI智慧療育計畫,政府其他案件,--,,2025/1/1,2025/12/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,長庚科技大學,,教育部,,,,否,否
1262457,114,幼兒保育系,洪慧英,專任,續聘,EZRPF3Q0361,114年度鼓勵大專校院選送學生出國研修或國外專業實習(學海計畫)-2025幼兒保育系學生海外教保實習,政府其他案件,--,,2025/5/31,2026/10/31,主持人,原核定,"557,551","464,626",0,0,"92,925",教育部,教育部,,,教育部,,,,否,否
1262456,114,幼兒保育系,陳寧容,專任,續聘,EZRPF3Q0541,運用敘事教學及體驗品德實作活動於幼兒行為輔導之行動研究,政府學術研究計畫-其他政府部會學術研究計畫(非國科會專題研究計畫),--,,2025/8/1,2026/7/31,主持人,原核定,"368,000","368,000",0,0,0,教育部,教育部,,,教育部,,,,否,否
1262488,114,幼兒保育系,陳必卿,專任,續聘,EZRPF3Q0551,應用文化回應教學精神融入多元文化教育課程之教學實踐研究,政府學術研究計畫-其他政府部會學術研究計畫(非國科會專題研究計畫),--,,2025/8/1,2026/7/31,主持人,原核定,"224,250","224,250",0,0,0,教育部,教育部,,,教育部,,,,否,否
1262419,114,幼兒保育系,田佳靈,專任,續聘,GZRPF3P0012,新北市政府委託辦理公共托育營運管理中心,政府產學計畫,B6其他,,2025/1/1,2025/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府,,,新北市政府,,,,否,否
1262420,114,幼兒保育系,林怡滿,專任,續聘,GZRPF3P0012,新北市政府委託辦理公共托育營運管理中心,政府產學計畫,B6其他,,2025/1/1,2025/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府,,,新北市政府,,,,否,否
1262463,114,幼兒保育系,汪麗真,專任,續聘,GZRPF3P0012,新北市政府委託辦理公共托育營運管理中心,政府產學計畫,B6其他,,2025/1/1,2025/12/31,主持人,原核定,"14,114,800","14,114,800",0,0,0,政府其他部會,新北市政府,,,新北市政府,,,,否,否
1262416,114,幼兒保育系,謝文慧,專任,續聘,GZRPF3Q0041,114-116年新北市托嬰中心評鑑及公共托育中心考核暨評鑑指標修訂(第1年),政府產學計畫,A9其他,,2025/5/15,2025/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1262418,114,幼兒保育系,田佳靈,專任,續聘,GZRPF3Q0041,114-116年新北市托嬰中心評鑑及公共托育中心考核暨評鑑指標修訂(第1年),政府產學計畫,A9其他,,2025/5/15,2025/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1262421,114,幼兒保育系,萊素珠,專任,續聘,GZRPF3Q0041,114-116年新北市托嬰中心評鑑及公共托育中心考核暨評鑑指標修訂(第1年),政府產學計畫,A9其他,,2025/5/15,2025/12/31,主持人,原核定,"3,636,517","3,636,517",0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1262422,114,幼兒保育系,羅巧淯,專任,續聘,GZRPF3Q0041,114-116年新北市托嬰中心評鑑及公共托育中心考核暨評鑑指標修訂(第1年),政府產學計畫,A9其他,,2025/5/15,2025/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1262417,114,幼兒保育系,謝文慧,專任,續聘,GZRPF3Q0051,114年度托嬰中心專業人員在職研習訓練課程,政府委訓計畫,--,,2025/5/1,2025/12/31,主持人,原核定,"1,295,000","1,295,000",0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1262458,114,幼兒保育系,洪慧英,專任,續聘,GZRPF3Q0051,114年度托嬰中心專業人員在職研習訓練課程,政府委訓計畫,--,,2025/5/1,2025/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1262492,114,幼兒保育系,王建雅,專任,續聘,SCRPF3Q0021,教師專業培力與園本課程開發協作計畫,其他單位產學計畫,A4技術服務,,2025/1/1,2025/12/31,主持人,原核定,"293,333",0,0,"293,333",0,其他單位(包含法人機構),海納川全人教育股份有限公司,,,海納川全人教育股份有限公司,,,,否,否
1262444,114,幼兒保育系,常雅珍,專任,續聘,ZDRPF3Q0041,114年度大專學生(林佳諺)研究計畫(114-2813-C-255-007-M)-自製防霾與環保教具與繪本的創新與研發之研究,校內補助案,--,,2025/7/1,2026/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262472,114,保健營養系,簡暉慈,專任,續聘,114-2314-B-182-029,建立以內視鏡吞嚥檢查檢測吞嚥困難原因的方法並驗證以此方法引導的 吞嚥訓練之臨床效用 (2/2),政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1262481,114,保健營養系,鍾成沛,專任,續聘,EZRPF3Q0211,探討長柄千層塔調節子宮平滑肌收縮之天然物組成及影響機制,校內補助案,--,,2025/1/1,2025/12/31,主持人,原核定,"250,000",0,0,0,"250,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262357,114,保健營養系,蕭千祐,專任,續聘,EZRPF3Q0231,利用微晶磨皮技術促進4-n-丁基間苯二酚之經皮吸收,校內補助案,--,,2025/1/1,2025/12/31,主持人,原核定,"230,000",0,0,0,"230,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262423,114,保健營養系,林文惠,專任,續聘,EZRPF3Q0271,114年大專校院推動職涯補助計畫-AI輔助之健康服務產業職涯探索與實踐計畫,政府其他案件,--,,2025/1/7,2025/11/15,主持人,原核定,"220,000","220,000",0,0,0,教育部,教育部青年發展署,,,教育部青年發展署,,,,否,否
1262477,114,保健營養系,鍾成沛,專任,續聘,EZRPF3Q0511,應用STEAM教學融入食農教育內涵至「從農場到餐桌」課程促進學習成效,政府學術研究計畫-其他政府部會學術研究計畫(非國科會專題研究計畫),--,,2025/8/1,2026/7/31,主持人,原核定,"241,500","241,500",0,0,0,教育部,教育部,,,教育部,,,,否,否
1285222,114,保健營養系,鍾成沛,專任,續聘,EZRPF3Q0801,114年第2梯次鼓勵國內大專校院選送學生出國研修或國外專業實習-「學海築夢」計畫--義大利農業生產與食物製備對應地中海飲食文化實習,政府其他案件,--,,2025/11/26,2026/10/31,主持人,原核定,"1,212,000","1,010,000",0,0,"202,000",教育部,教育部,,,教育部,,,,否,否
1285223,114,保健營養系,林文惠,專任,續聘,EZRPF3Q0801,114年第2梯次鼓勵國內大專校院選送學生出國研修或國外專業實習-「學海築夢」計畫--義大利農業生產與食物製備對應地中海飲食文化實習,政府其他案件,--,,2025/11/26,2026/10/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,,,教育部,,,,否,否
1285226,114,保健營養系,鍾成沛,專任,續聘,EZRPF3Q0821,114年第2梯次鼓勵國內大專校院選送學生出國研修或國外專業實習-新南向學海築夢計畫-馬來西亞農業生產與食物製備對應醫院膳食營養及衛生管理專業實習,政府其他案件,--,,2025/11/26,2026/9/30,主持人,原核定,"572,807","477,339",0,0,"95,468",教育部,教育部,,,教育部,,,,否,否
1285227,114,保健營養系,蕭千祐,專任,續聘,EZRPF3Q0821,114年第2梯次鼓勵國內大專校院選送學生出國研修或國外專業實習-新南向學海築夢計畫-馬來西亞農業生產與食物製備對應醫院膳食營養及衛生管理專業實習,政府其他案件,--,,2025/11/26,2026/9/30,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,,,教育部,,,,否,否
1262507,114,保健營養系,林竫怡,專任,續聘,FCRPF3Q0011,食品安全檢驗分析與方法之驗證,企業產學計畫(含公營及私人企業),A4技術服務,,2025/5/1,2027/4/30,共同(協同)主持人,,0,0,0,0,0,企業(公營、民營、國外及私人企業),南亞塑膠工業股份有限公司,,,南亞塑膠工業股份有限公司,,,,否,否
1262346,114,保健營養系,吳淑如,專任,續聘,NMRPF3N0263,桑葚多酚-桑皮?C調控「FXR-TGR5」訊號路徑改變「腸-肝軸」對話減輕肥胖引起的代謝性發炎相關疾病(3/3),政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,主持人,原核定,"1,260,000","1,260,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1262459,114,保健營養系,李明怡,專任,續聘,NMRPF3Q0281,以Fusarium venenatum A3/5發酵豆渣之功能性評估及3D列印技術開發創新植物肉排之研究,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,主持人,原核定,"720,000","720,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1262478,114,保健營養系,鍾成沛,專任,續聘,NMRPF3Q0281,以Fusarium venenatum A3/5發酵豆渣之功能性評估及3D列印技術開發創新植物肉排之研究,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1262503,114,保健營養系,林竫怡,專任,續聘,NMRPF3Q0281,以Fusarium venenatum A3/5發酵豆渣之功能性評估及3D列印技術開發創新植物肉排之研究,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1262470,114,保健營養系,簡暉慈,專任,續聘,NMRPF3Q0291,社區高齡者之基因多型性與可能肌少症及口腔肌肉功能之相關性研究,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,主持人,原核定,"950,000","950,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1262460,114,保健營養系,李明怡,專任,續聘,NMRPF3Q0321,海當歸減緩運動發炎活性評估及建立活性部份純化物粉劑之規格標準,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1262479,114,保健營養系,鍾成沛,專任,續聘,NMRPF3Q0321,海當歸減緩運動發炎活性評估及建立活性部份純化物粉劑之規格標準,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,主持人,原核定,"630,000","630,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1262504,114,保健營養系,林竫怡,專任,續聘,NMRPF3Q0321,海當歸減緩運動發炎活性評估及建立活性部份純化物粉劑之規格標準,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1262505,114,保健營養系,林竫怡,專任,續聘,NSTC 114-2320-B-030-004 -,探討飲食誘導肥胖小鼠中 CCL5 在脂質代謝、發炎反應、認知功能、肌肉質量、體組成與代謝率中所扮演的角色，以及在老化和不同減重飲食下之可能影響,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1285235,114,保健營養系,李明怡,專任,續聘,PZRPF3Q0061,114年營養及健康飲食教育推廣方案補助計畫,政府產學計畫,A9其他,,2025/9/4,2025/12/15,共同(協同)主持人,,0,0,0,0,0,政府其他部會,衛生福利部國民健康署,,衛生福利部國民健康署,衛生福利部國民健康署,,,,否,否
1285236,114,保健營養系,林竫怡,專任,續聘,PZRPF3Q0061,114年營養及健康飲食教育推廣方案補助計畫,政府產學計畫,A9其他,,2025/9/4,2025/12/15,主持人,原核定,"150,000","150,000",0,0,0,政府其他部會,衛生福利部國民健康署,,,衛生福利部國民健康署,,,,否,否
1262461,114,保健營養系,李明怡,專任,續聘,SCRPF3Q0141,植物性多醣萃取與純化技術優化,其他單位產學計畫,A1專題研究,,2025/8/1,2026/2/28,主持人,原核定,"580,000",0,0,"580,000",0,其他單位(包含法人機構),鼎勝生物科技股份有限公司,,,鼎勝生物科技股份有限公司,,,,否,否
1262462,114,保健營養系,李明怡,專任,續聘,SCRPF3Q0161,替代性植物蛋白液開發與測試,其他單位產學計畫,A1專題研究,,2025/8/1,2026/3/31,主持人,原核定,"250,000",0,0,"250,000",0,其他單位(包含法人機構),翔鶴佳生技有限公司,,,翔鶴佳生技有限公司,,,,否,否
1262473,114,保健營養系,簡暉慈,專任,續聘,SCRPF3Q0181,植物性萃取液重金屬殘留評估,其他單位產學計畫,A1專題研究,,2025/7/15,2026/5/31,主持人,原核定,"200,000",0,0,"200,000",0,其他單位(包含法人機構),征晟有限公司,,,征晟有限公司,,,,否,否
1262348,114,保健營養系,許青雲,專任,續聘,SCRPF3Q0211,2025新蔬食料理共同開發諮詢與食品膳食療養教育訓練,企業產學計畫(含公營及私人企業),A4技術服務,,2025/4/1,2026/1/31,主持人,原核定,"369,200",0,"369,200",0,0,企業(公營、民營、國外及私人企業),典鴻國際股份有限公司,,,典鴻國際股份有限公司,,,,否,否
1285249,114,保健營養系,蕭千祐,專任,續聘,SCRPF3Q0311,國中技藝教育札根計畫-桃園市立幸福國中食品安全社團,企業產學計畫(含公營及私人企業),A9其他,,2025/9/1,2026/8/31,主持人,原核定,"231,153",0,"231,153",0,0,企業(公營、民營、國外及私人企業),公益信託王長庚社會福利基金,,,公益信託王長庚社會福利基金,,,,否,否
1285252,114,保健營養系,林文惠,專任,續聘,SCRPF3Q0341,健康導向商品製程開發Ⅴ,企業產學計畫(含公營及私人企業),A1專題研究,,2025/11/1,2026/10/31,主持人,原核定,"523,333",0,"523,333",0,0,企業(公營、民營、國外及私人企業),世春井有限公司,,,世春井有限公司,,,,否,否
1285254,114,保健營養系,林竫怡,專任,續聘,SCRPF3Q0361,產品中人參皂?含量監控,企業產學計畫(含公營及私人企業),A4技術服務,,2025/11/1,2026/10/31,主持人,原核定,"100,000",0,"100,000",0,0,企業(公營、民營、國外及私人企業),大漢酵素生物科技股份有限公司,,,大漢酵素生物科技股份有限公司,,,,否,否
1262349,114,保健營養系,吳淑如,專任,續聘,ZDRPF3Q0011,114年度大專學生(謝乙榕)研究計畫(114-2813-C-255-002-B)-探討番石榴?調控皮膚角質細胞之芳香烴受體及阻斷JAK/STAT路徑減輕發炎性細胞激素誘導皮膚角質細胞的免疫性發炎反應,校內補助案,--,,2025/7/1,2026/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262506,114,保健營養系,林竫怡,專任,續聘,ZDRPF3Q0021,114年度大專學生(詹雅筑)研究計畫(114-2813-C-255-003-B)-寵物海鮮類凍乾零食中重金屬汙染檢測與應用,校內補助案,--,,2025/7/1,2026/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262480,114,保健營養系,鍾成沛,專任,續聘,ZDRPF3Q0031,114年度大專學生(黃子芸)研究計畫(114-2813-C-255-004-B)-不同產地之中華補血草抗氧化活性與化學組成相關性評估及活性萃取物製備,校內補助案,--,,2025/7/1,2026/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262347,114,保健營養系,吳淑如,專任,續聘,ZMRPF3Q0191,國科會計畫(NMRPF3N0263 )相對補助20%,校內補助案,--,,2025/8/1,2026/7/31,主持人,原核定,"205,000",0,0,0,"205,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262508,114,保健營養系,林竫怡,專任,續聘,ZORPF3Q0011,類升糖素胜?-1合併有氧運動或高蛋白飲食對於高脂飲食誘導肥胖雌性小鼠身體組成及代謝影響,校內補助案,--,,2025/2/1,2027/1/31,主持人,原核定,"950,000",0,0,0,"950,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262471,114,保健營養系,簡暉慈,專任,續聘,ZURPF3Q0041,國科會計畫(NMRPF3Q0291 )相對補助50%,校內補助案,--,,2025/8/1,2026/7/31,主持人,原核定,"420,000",0,0,0,"420,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262476,114,保健營養系,鍾成沛,專任,續聘,ZURPF3Q0051,國科會計畫(NMRPF3Q0321 )相對補助50%,校內補助案,--,,2025/8/1,2026/7/31,主持人,原核定,"280,000",0,0,0,"280,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1262390,114,高齡暨健康照護管理系,宋素卿,專任,續聘,EZRPF3Q0411,運用虛擬實境與人工智慧機器人教學應用教材於健康促進課程對學生學習成效之探討,政府學術研究計畫-其他政府部會學術研究計畫(非國科會專題研究計畫),--,,2025/8/1,2026/7/31,主持人,原核定,"230,000","230,000",0,0,0,教育部,教育部,,,教育部,,,,否,否
1262467,114,高齡暨健康照護管理系,龔本珍,專任,續聘,EZRPF3Q0421,妝點好心情-應用體驗學習於高齡美容保健課程的社區實踐與成效評估,政府學術研究計畫-其他政府部會學術研究計畫(非國科會專題研究計畫),--,,2025/8/1,2026/7/31,主持人,原核定,"287,500","287,500",0,0,0,教育部,教育部,,,教育部,,,,否,否
1262497,114,高齡暨健康照護管理系,侯佳惠,專任,續聘,EZRPF3Q0431,從個人韌性到社區韌力的共進新路：探討AI日記協作及社區工作實踐的心流經驗對高齡照護科系學生心理韌 性、跨代溝通力與社會情緒學習成效研究,政府學術研究計畫-其他政府部會學術研究計畫(非國科會專題研究計畫),--,,2025/8/1,2026/7/31,主持人,原核定,"258,750","258,750",0,0,0,教育部,教育部,,,教育部,,,,否,否
1262300,114,高齡暨健康照護管理系,江貞紅,專任,續聘,FCRPF3Q0021,國中技藝教育扎根計畫-新北市立佳林國中醫護社團,企業產學計畫(含公營及私人企業),A9其他,,2025/9/1,2026/8/31,共同(協同)主持人,,0,0,0,0,0,企業(公營、民營、國外及私人企業),臺灣銀行股份有限公司王長庚公益信託暨諮詢委員會,,,臺灣銀行股份有限公司王長庚公益信託暨諮詢委員會,,,,否,否
1262274,114,高齡暨健康照護管理系,張淑紅,專任,續聘,GZRPF3Q0011,114年度社區健康生活方案,政府產學計畫,A9其他,,2025/3/12,2025/12/8,共同(協同)主持人,,0,0,0,0,0,政府其他部會,台北市政府衛生局,,,台北市政府衛生局,,,,否,否
1262499,114,高齡暨健康照護管理系,侯佳惠,專任,續聘,GZRPF3Q0011,114年度社區健康生活方案,政府產學計畫,A9其他,,2025/3/12,2025/12/8,主持人,原核定,"4,980,000","4,980,000",0,0,0,政府其他部會,台北市政府衛生局,,,台北市政府衛生局,,,,否,否
1262268,114,高齡暨健康照護管理系,張淑紅,專任,續聘,GZRPF3Q0061,推動勞工健康服務護理及相關人員在職訓練微學程補助計畫-安心職場、健康你我:：從預防到表達的全人照護,政府其他案件,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,勞動部,勞動部職業安全衛生署,,,勞動部職業安全衛生署,,,,否,否
1262391,114,高齡暨健康照護管理系,宋素卿,專任,續聘,GZRPF3Q0061,推動勞工健康服務護理及相關人員在職訓練微學程補助計畫-安心職場、健康你我:：從預防到表達的全人照護,政府其他案件,--,,2025/8/1,2026/7/31,主持人,原核定,"700,000","700,000",0,0,0,勞動部,勞動部職業安全衛生署,,,勞動部職業安全衛生署,,,,否,否
1262400,114,高齡暨健康照護管理系,蔡碧藍,專任,續聘,GZRPF3Q0061,推動勞工健康服務護理及相關人員在職訓練微學程補助計畫-安心職場、健康你我:：從預防到表達的全人照護,政府其他案件,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,勞動部,勞動部職業安全衛生署,,,勞動部職業安全衛生署,,,,否,否
1285230,114,高齡暨健康照護管理系,徐秀琹,專任,續聘,NMRPF3N0323,建構互動式自我健康管理雲端平台對第2型糖尿病之呼吸中止症社區民眾照護模式的縱貫性研究,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/1/31,主持人,原核定,"892,100","892,100",0,0,0,國科會,國科會,,,國科會,,,,否,否
1262387,114,高齡暨健康照護管理系,劉杏元,專任,續聘,NMRPF3P0052,探討護理臨床教師面臨的情緒困境與教學挑戰及厚植護理臨床教師的專業發展(2/2),政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1262388,114,高齡暨健康照護管理系,劉杏元,專任,續聘,NMRPF3Q0081,DDMT教學模式融入STEAM課程模組建構與成效探討： 以健康照護產品導向專題製作課程為例(1/2),政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,主持人,原核定,"998,000","998,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1262404,114,高齡暨健康照護管理系,黃惠玲,專任,續聘,NMRPF3Q0131,長照服務專業人員失智症情感照護能力量表建構及其與照護知識、態度、信心之相關性研究,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1262468,114,高齡暨健康照護管理系,龔本珍,專任,續聘,NMRPF3Q0131,長照服務專業人員失智症情感照護能力量表建構及其與照護知識、態度、信心之相關性研究,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,主持人,原核定,"865,000","865,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1262305,114,高齡暨健康照護管理系,車慧蓮,專任,續聘,NMRPF3Q0161,情境模擬融入專業倫理課程之設計、實施與成效,政府學術研究計畫-國科會專題研究計畫,--,,2025/8/1,2026/7/31,主持人,原核定,"901,000","901,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
