識別號,年度,主聘系所,教師姓名,專兼任,狀態,專案案號,專案案名,專案類型,計畫性質,是否為補助在籍學生之人才培育相關課程(計畫)或就業學程,執行起始日期,執行結束日期,工作類別,經費狀態,計畫總金額(元),政府出資金額,企業出資金額,其他單位出資金額,學校(研究學院)出資金額,主要經費來源,單位名稱,次要經費來源,受惠機構名稱,國內委託單位,國外委託單位,國內合作單位,國外合作單位,他校轉入的專案,專案已轉至他校
1248736,113,幼兒保育系,羅巧淯,專任,續聘,GZRPF3M0113,新北市政府委託辦理111-113年新北市托嬰中心評鑑及公共托育中心考核暨評鑑指標修訂-(第3年),政府產學計畫,A1專題研究,,2024/1/1,2024/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1248733,113,幼兒保育系,田佳靈,專任,續聘,GZRPF3P0011,新北市政府委託辦理公共托育營運管理中心,政府產學計畫,B6其他,,2024/1/1,2024/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府,,新北市托嬰中心,新北市政府,,長庚科技大學,,否,否
1248734,113,幼兒保育系,林怡滿,專任,續聘,GZRPF3P0011,新北市政府委託辦理公共托育營運管理中心,政府產學計畫,B6其他,,2024/1/1,2024/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府,,新北市托嬰中心,新北市政府,,長庚科技大學,,否,否
1248804,113,幼兒保育系,汪麗真,專任,續聘,GZRPF3P0011,新北市政府委託辦理公共托育營運管理中心,政府產學計畫,B6其他,,2024/1/1,2024/12/31,主持人,原核定,"10,059,800","10,059,800",0,0,0,政府其他部會,新北市政府,,新北市托嬰中心,新北市政府,,長庚科技大學,,否,否
1248730,113,幼兒保育系,謝文慧,專任,續聘,GZRPF3P0051,113年度托嬰中心專業人員在職研習訓練課程,政府委訓計畫,B1學生及合作機構人員各類教育培訓,,2024/5/6,2024/12/31,主持人,原核定,"1,263,530","1,263,530",0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1248793,113,幼兒保育系,洪慧英,專任,續聘,GZRPF3P0051,113年度托嬰中心專業人員在職研習訓練課程,政府委訓計畫,--,,2024/5/6,2024/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1248828,113,幼兒保育系,王建雅,專任,續聘,ZDRPF3P0041,113年度大專學生(李恩綺)研究計畫(113-2813-C-255-005-M)-藍色星球的小小守護者-幼兒園海洋永續保育(SDGs14)之課程行動方案,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248766,113,幼兒保育系,常雅珍,專任,續聘,ZDRPF3P0121,113年度大專學生(蘇渝萱)研究計畫(113-2813-C-255-016-H)-自製台灣本土文化繪本暨教具研發與創新之研究,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248789,113,幼兒保育系,陳寧容,專任,續聘,ZDRPF3P0131,113年度大專學生(王昱媃)研究計畫(113-2813-C-255-017-H)-小一教師對新生的品德行為期望與教學困擾之調查,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248644,113,保健營養系,蕭千祐,專任,續聘,EZRPF3P0141,以汽化雷射促進鞣花酸之經皮吸收,校內補助案,--,,2024/1/1,2024/12/31,主持人,原核定,"240,000",0,0,0,"240,000",學校,長庚科技大學,,長庚科技大學,長庚科技大學,,長庚醫院,,否,否
1248741,113,保健營養系,林文惠,專任,續聘,EZRPF3P0161,113大專校院推動職涯輔導補助計畫-精準營養應用AI創新創業職能輔導計畫,政府其他案件,--,,2024/1/29,2024/11/15,主持人,原核定,"240,000","240,000",0,0,0,教育部,教育部青年發展署,,,教育部青年發展署,,,,否,否
1249024,113,保健營養系,吳淑如,專任,續聘,EZRPF6N0012,教育部推動第三期大學社會責任實踐計畫-保骨防跌、樂活膳食、科技失智辨識–永續高齡友善社區計畫,政府其他案件,--,,2024/1/1,2024/12/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,長庚科技大學,,教育部,,,,否,否
1248643,113,保健營養系,蕭千祐,專任,續聘,FCRPF3P0031,國中技藝教育札根計畫-桃園市立幸福國中食品安全社團,其他單位委訓計畫,--,,2024/9/1,2025/8/31,主持人,原核定,"238,738",0,0,"238,738",0,其他單位(包含法人機構),公益信託長庚社會福利基金,,,公益信託長庚社會福利基金,,,,否,否
1248623,113,保健營養系,吳淑如,專任,續聘,NMRPF3N0262,桑葚多酚-桑皮?C調控「FXR-TGR5」訊號路徑改變「腸-肝軸」對話減輕肥胖引起的代謝性發炎相關疾病(2/3),政府學術研究計畫-國科會專題研究計畫,--,,2024/8/1,2025/7/31,主持人,原核定,"1,260,000","1,260,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1248801,113,保健營養系,李明怡,專任,續聘,SCRPF3P0011,不同油類對於天貝油封的效果跟最佳製程,企業產學計畫(含公營及私人企業),A1專題研究,,2024/1/1,2024/4/30,主持人,原核定,"300,000",0,"300,000",0,0,企業(公營、民營、國外及私人企業),翔鶴佳生技有限公司,,,翔鶴佳生技有限公司,,,,否,否
1248641,113,保健營養系,鄭兆君,專任,續聘,SCRPF3P0231,植物纖維脫細胞加工應用與成分結構分析,企業產學計畫(含公營及私人企業),A1專題研究,,2024/5/1,2024/9/30,主持人,原核定,"300,000",0,"300,000",0,0,企業(公營、民營、國外及私人企業),高科生技股份有限公司,,,高科生技股份有限公司,,,,否,否
1248740,113,保健營養系,林文惠,專任,續聘,SCRPF3P0271,天然草本植物商品製作與管理III,企業產學計畫(含公營及私人企業),A5諮詢顧問,,2024/6/1,2024/11/30,主持人,原核定,"213,820",0,"213,820",0,0,企業(公營、民營、國外及私人企業),耕牧有限公司,,,耕牧有限公司,,,,否,否
1248640,113,保健營養系,鄭兆君,專任,續聘,SCRPF3P0361,佳格食品昇糖指數之測定,企業產學計畫(含公營及私人企業),A4技術服務,,2024/8/1,2025/7/31,主持人,原核定,"1,000,000",0,"1,000,000",0,0,企業(公營、民營、國外及私人企業),佳格食品股份有限公司,,,佳格食品股份有限公司,,,,否,否
1248798,113,保健營養系,李明怡,專任,續聘,SCRPF3P0371,檸檬廢棄物發酵機能性成分變化研究,企業產學計畫(含公營及私人企業),A1專題研究,,2024/8/1,2025/2/28,主持人,原核定,"642,294",0,"642,294",0,0,企業(公營、民營、國外及私人企業),鎂斯馬生技有限公司,,,鎂斯馬生技有限公司,,,,否,否
1248738,113,保健營養系,林文惠,專任,續聘,SCRPF3P0501,建置健康導向商品消費模式與流程管理II,企業產學計畫(含公營及私人企業),A5諮詢顧問,,2024/11/1,2025/10/31,主持人,原核定,"411,000",0,"411,000",0,0,企業(公營、民營、國外及私人企業),耕牧有限公司,,,耕牧有限公司,,,,否,否
1248739,113,保健營養系,林文惠,專任,續聘,SCRPF3P0511,健康導向商品製程開發IV,企業產學計畫(含公營及私人企業),A5諮詢顧問,,2024/11/1,2025/10/31,主持人,原核定,"458,000",0,"458,000",0,0,企業(公營、民營、國外及私人企業),耕牧有限公司,,,耕牧有限公司,,,,否,否
1248797,113,保健營養系,李明怡,專任,續聘,SCRPF3P0631,海藻多醣萃取製程建立及產率分析,企業產學計畫(含公營及私人企業),A1專題研究,,2024/11/1,2025/4/30,主持人,原核定,"150,000",0,"150,000",0,0,企業(公營、民營、國外及私人企業),高科生技股份有限公司,,,高科生技股份有限公司,,,,否,否
1248626,113,保健營養系,許青雲,專任,續聘,SCRPF3P0681,長榮航空機上主菜熱量計算,企業產學計畫(含公營及私人企業),A5諮詢顧問,,2024/10/1,2025/9/30,主持人,原核定,"840,000",0,"840,000",0,0,企業(公營、民營、國外及私人企業),長榮航空股份有限公司,,,長榮航空股份有限公司,,,,否,否
1248796,113,保健營養系,李明怡,專任,續聘,SCRPF3P0731,植物性萃取物之特用寵物食品製備與功能性分析,企業產學計畫(含公營及私人企業),A1專題研究,,2024/12/20,2025/7/31,主持人,原核定,"500,000",0,"500,000",0,0,企業(公營、民營、國外及私人企業),鼎勝生物科技股份有限公司,,,鼎勝生物科技股份有限公司,,,,否,否
1248820,113,保健營養系,鍾成沛,專任,續聘,ZDRPF3P0011,113年度大專學生(陳毅芳)研究計畫(113-2813-C-255-001-E)-以複頻超音波輔助製備長柄千層塔抑制乙醯膽鹼酯?活性萃取物之最適條件探尋,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248799,113,保健營養系,李明怡,專任,續聘,ZDRPF3P0061,113年度大專學生(呂亭萱)研究計畫(113-2813-C-255-009-B)-檸檬廢棄物經微生物發酵機能性成分變化及抗氧化特性研究,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248624,113,保健營養系,吳淑如,專任,續聘,ZDRPF3P0071,113年度大專學生(張雅慧)研究計畫(113-2813-C-255-010-B)-評估芹菜素衍生物(apigenin 7-glucoside)應用於人類視網膜色素上皮(ARPE-19) 細胞之抗發炎、抗氧化與抗衰老的作用機制,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248625,113,保健營養系,吳淑如,專任,續聘,ZDRPF3P0081,113年度大專學生(謝艾凌)研究計畫(113-2813-C-255-011-B)-探討尿石素A (Urolithin A)活化大麻素第二型受體 (cannabinoid type 2 receptor) 及CaMKK/AMPK路徑減輕 脂肪肝細胞之脂質堆積,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248818,113,保健營養系,簡暉慈,專任,續聘,ZDRPF3P0091,113年度大專學生(魏愉君)研究計畫(113-2813-C-255-012-B)-運用天然澱粉增稠之效果與穩定性分析,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248800,113,保健營養系,李明怡,專任,續聘,ZDRPF3P0101,113年度大專學生(陳薏如)研究計畫(113-2813-C-255-013-B)-以黃豆渣開發真菌肉微生物培養基及製備植物肉品質之探討,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248622,113,保健營養系,吳淑如,專任,續聘,ZMRPF3P0011,國科會計畫20%-NMRPF3N0262,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"205,000",0,0,0,"205,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248691,113,高齡暨健康照護管理系,宋素卿,專任,續聘,113-2622-H-003-002,長者健腦懷舊VR Cafe產學合作計畫,政府產學計畫,A1專題研究,,2024/6/1,2025/5/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,宗展股份有限公司,,科技部,,宗展股份有限公司,,否,否
1248832,113,高齡暨健康照護管理系,侯佳惠,專任,續聘,EZRPF3P0231,從蘇格拉底式對話練習開始：在共讀共學體貼服務經驗中提升長照學生心理韌性、職涯意向與跨代溝通力—以參與社區日照中心高齡服務實作為例,政府學術研究計畫-其他政府部會學術研究計畫(非國科會專題研究計畫),--,,2024/8/1,2025/7/31,主持人,原核定,"429,283","429,283",0,0,0,教育部,教育部,,,教育部,,,,否,否
1248690,113,高齡暨健康照護管理系,宋素卿,專任,續聘,EZRPF3P0411,探討運用交互教學法與自我解釋學習於英語授課之成效：以心理衛生專題研究課程為例,政府學術研究計畫-其他政府部會學術研究計畫(非國科會專題研究計畫),--,,2024/8/1,2025/7/31,主持人,原核定,"296,700","296,700",0,0,0,教育部,教育部,,,教育部,,,,否,否
1249022,113,高齡暨健康照護管理系,張淑紅,專任,續聘,EZRPF6N0012,教育部推動第三期大學社會責任實踐計畫-保骨防跌、樂活膳食、科技失智辨識–永續高齡友善社區計畫,政府其他案件,--,,2024/1/1,2024/12/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,長庚科技大學,,教育部,,,,否,否
1248899,113,高齡暨健康照護管理系,江貞紅,專任,續聘,FCRPF3P0051,國中技藝教育扎根計畫佳林國中社團活動,其他單位委訓計畫,--,,2024/9/1,2025/8/31,共同(協同)主持人,,0,0,0,0,0,其他單位(包含法人機構),公益信託長庚社會福利基金,,,公益信託長庚社會福利基金,,,,否,否
1248864,113,高齡暨健康照護管理系,張淑紅,專任,續聘,GHRPF3P0011,經濟部中小企業處中小企業創育機構發展計畫-高齡智慧照護產業加速器,政府產學計畫,A8創新育成,,2024/1/1,2024/12/31,主持人,原核定,"5,000,000","2,500,000",0,0,"2,500,000",經濟部,經濟部中小及新創企業署,長庚科技大學,,經濟部中小及新創企業署,,,,否,否
1248833,113,高齡暨健康照護管理系,侯佳惠,專任,續聘,GZRPF3P0031,?112-113年度社區健康生活方案,政府產學計畫,A1專題研究,,2024/2/15,2024/12/9,主持人,原核定,"4,980,700","4,980,700",0,0,0,政府其他部會,台北市政府衛生局,,,台北市政府衛生局,,,,否,否
1248863,113,高齡暨健康照護管理系,張淑紅,專任,續聘,GZRPF3P0031,?112-113年度社區健康生活方案,政府產學計畫,A1專題研究,,2024/2/15,2024/12/9,共同(協同)主持人,,0,0,0,0,0,政府其他部會,台北市政府衛生局,,,台北市政府衛生局,,,,否,否
1248706,113,高齡暨健康照護管理系,黃惠玲,專任,續聘,NMRPF3N0082,失智症照顧管理能力之建構及驗證：從課程整合到成果評價(2/2),政府學術研究計畫-國科會專題研究計畫,--,,2024/8/1,2025/7/31,主持人,原核定,"970,000","970,000",0,0,0,國科會,國科會,國科會,,國科會,,,,否,否
1248816,113,高齡暨健康照護管理系,龔本珍,專任,續聘,NMRPF3N0082,失智症照顧管理能力之建構及驗證：從課程整合到成果評價(2/2),政府學術研究計畫-國科會專題研究計畫,--,,2024/8/1,2025/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,國科會,,國科會,,,,否,否
1248652,113,高齡暨健康照護管理系,徐秀琹,專任,續聘,NMRPF3N0322,建構互動式自我健康管理雲端平台對第2型糖尿病之呼吸中止症社區民眾照護模式的縱貫性研究(2/3),政府學術研究計畫-國科會專題研究計畫,--,,2024/8/1,2025/7/31,主持人,原核定,"1,060,000","1,060,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1248761,113,高齡暨健康照護管理系,江勁政,專任,續聘,NMRPF3N0322,建構互動式自我健康管理雲端平台對第2型糖尿病之呼吸中止症社區民眾照護模式的縱貫性研究(2/4),政府學術研究計畫-國科會專題研究計畫,--,,2024/8/1,2025/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1249025,113,高齡暨健康照護管理系,石惠美,專任,續聘,NMRPF6P0051,發展與驗證「臺灣介護食士」職能核心能力及職能為導向教育訓練之研究,政府學術研究計畫-國科會專題研究計畫,--,,2024/8/1,2025/7/31,共同(協同)主持人,,0,0,0,0,0,國科會,國科會,,,國科會,,,,否,否
1248901,113,高齡暨健康照護管理系,江貞紅,專任,續聘,SCRPF3P0041,從事勞工健康服務之護理人員及勞工健康服務相關人員之安全衛生教育訓練,其他單位產學計畫,A5諮詢顧問,,2024/1/2,2026/12/31,主持人,原核定,"108,000",0,0,"108,000",0,其他單位(包含法人機構),社團法人中華民國工業安全衛生協會附設臺北職業訓練中心,,,社團法人中華民國工業安全衛生協會附設臺北職業訓練中心,,,,否,否
1248905,113,高齡暨健康照護管理系,車慧蓮,專任,續聘,SCRPF3P0051,長期照護服務暨醫事人員繼續教育在職訓練,企業委訓計畫(含公營及私人企業),A5諮詢顧問,,2024/1/2,2024/12/31,主持人,原核定,"102,160",0,"102,160",0,0,企業(公營、民營、國外及私人企業),全備聖恩健康福祉有限公司,,,全備聖恩健康福祉有限公司,,,,否,否
1248902,113,高齡暨健康照護管理系,江貞紅,專任,續聘,SCRPF3P0071,個案報告暨臨床寫作輔導,其他單位委訓計畫,--,,2024/1/1,2024/12/31,共同(協同)主持人,,0,0,0,0,0,其他單位(包含法人機構),沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,否,否
1248900,113,高齡暨健康照護管理系,江貞紅,專任,續聘,SCRPF3P0111,長期照護服務暨醫事人員繼續教育在職訓練,企業委訓計畫(含公營及私人企業),A5諮詢顧問,,2024/2/1,2026/12/31,共同(協同)主持人,,0,0,0,0,0,企業(公營、民營、國外及私人企業),全備聖恩健康福祉有限公司,,,全備聖恩健康福祉有限公司,,,,否,否
1248860,113,高齡暨健康照護管理系,張淑紅,專任,續聘,SCRPF3P0171,高齡照護人才培育與就業平台建構,企業產學計畫(含公營及私人企業),A4技術服務,,2024/4/1,2025/3/31,主持人,原核定,"30,000",0,"30,000",0,0,企業(公營、民營、國外及私人企業),一心健康事業股份有限公司,,,一心健康事業股份有限公司,,,,否,否
1248861,113,高齡暨健康照護管理系,張淑紅,專任,續聘,SCRPF3P0201,系統性桌遊應用於高齡健康產業與場域印證,企業產學計畫(含公營及私人企業),A4技術服務,,2024/4/1,2025/3/31,主持人,原核定,"30,000",0,"30,000",0,0,企業(公營、民營、國外及私人企業),三尋全腦樂活有限公司,,,三尋全腦樂活有限公司,,,,否,否
1248862,113,高齡暨健康照護管理系,張淑紅,專任,續聘,SCRPF3P0211,頭皮專業護理應用於高齡健康產業與技術分析,企業產學計畫(含公營及私人企業),A4技術服務,,2024/4/1,2025/3/31,主持人,原核定,"30,000",0,"30,000",0,0,企業(公營、民營、國外及私人企業),忠義國際通商有限公司,,,忠義國際通商有限公司,,,,否,否
1248743,113,高齡暨健康照護管理系,施福忠,專任,續聘,SCRPF3P0241,應用辦理全國性競賽策略於協會品牌力提升,其他單位委訓計畫,--,,2024/5/1,2024/10/31,主持人,原核定,"42,400",0,0,"42,400",0,其他單位(包含法人機構),全齡樂遊健康促進發展協會,,,全齡樂遊健康促進發展協會,,,,否,否
1248858,113,高齡暨健康照護管理系,張淑紅,專任,續聘,SCRPF3P0291,應用於遠距醫療之整合型連續生理監測及醫療輔助系統,企業產學計畫(含公營及私人企業),A5諮詢顧問,,2024/5/1,2025/4/30,主持人,原核定,"30,000",0,"30,000",0,0,企業(公營、民營、國外及私人企業),維思感創股份有限公司,,,維思感創股份有限公司,,,,否,否
1248859,113,高齡暨健康照護管理系,張淑紅,專任,續聘,SCRPF3P0301,AI機能強化衣研究案,企業產學計畫(含公營及私人企業),A5諮詢顧問,,2024/5/1,2025/4/30,主持人,原核定,"30,000",0,"30,000",0,0,企業(公營、民營、國外及私人企業),瑪莎生活科技股份有限公司,,,瑪莎生活科技股份有限公司,,,,否,否
1248855,113,高齡暨健康照護管理系,張淑紅,專任,續聘,SCRPF3P0421,中華藥食同源之銀髮長照應用照護與預防,企業產學計畫(含公營及私人企業),A5諮詢顧問,,2024/9/1,2025/8/31,主持人,原核定,"30,000",0,"30,000",0,0,企業(公營、民營、國外及私人企業),艾登聯合生醫科技有限公司,,,艾登聯合生醫科技有限公司,,,,否,否
1248856,113,高齡暨健康照護管理系,張淑紅,專任,續聘,SCRPF3P0481,輔具應用於高齡健康產業與場域印證,企業產學計畫(含公營及私人企業),A5諮詢顧問,,2024/8/1,2025/7/31,主持人,原核定,"66,000",0,"66,000",0,0,企業(公營、民營、國外及私人企業),英屬開曼群島商勝邦福樂智股份有限公司,,,英屬開曼群島商勝邦福樂智股份有限公司,,,,否,否
1248647,113,高齡暨健康照護管理系,石惠美,專任,續聘,SCRPF3P0531,護理人員教育訓練,其他單位委訓計畫,--,,2024/8/1,2025/7/31,主持人,原核定,"96,672",0,0,"96,672",0,其他單位(包含法人機構),新北市立土城醫院(委託長庚醫療財團法人興建經營),,,新北市立土城醫院(委託長庚醫療財團法人興建經營),,,,否,否
1248648,113,高齡暨健康照護管理系,石惠美,專任,續聘,SCRPF3P0541,護理人員教育訓練,其他單位委訓計畫,--,,2024/8/1,2025/7/31,主持人,原核定,"264,160",0,0,"264,160",0,其他單位(包含法人機構),長庚醫療財團法人桃園長庚紀念醫院,,,長庚醫療財團法人桃園長庚紀念醫院,,,,否,否
1248854,113,高齡暨健康照護管理系,張淑紅,專任,續聘,SCRPF3P0701,智慧化輔具應用提升高齡者生活品質,企業產學計畫(含公營及私人企業),A5諮詢顧問,,2024/11/1,2025/10/31,主持人,原核定,"66,000",0,"66,000",0,0,企業(公營、民營、國外及私人企業),安力達科技股份有限公司,,,安力達科技股份有限公司,,,,否,否
1248742,113,高齡暨健康照護管理系,施福忠,專任,續聘,ZDRPF3P0051,113年度大專學生(吳苑瑜)研究計畫(113-2813-C-255-006-H)-高齡者居家照護情境中利用桌遊作為具有療癒環境元素的工具對提升其生活品質影響之探索性研究,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248857,113,高齡暨健康照護管理系,張淑紅,專任,續聘,ZDRPF3P0141,113年度大專學生(李靜宜)研究計畫-進食功能的復能介入對於社區老年人在吞嚥功能改善狀況之研究,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248705,113,高齡暨健康照護管理系,黃惠玲,專任,續聘,ZMRPF3P0091,國科會計畫20%-NMRPF3N0082,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"170,000",0,0,0,"170,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248651,113,高齡暨健康照護管理系,徐秀琹,專任,續聘,ZMRPF3P0181,國科會計畫20%-NMRPF3N0322,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"170,000",0,0,0,"170,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248783,113,健康產業科技研究所,謝喜龍,專任,續聘,CMRPF1M0173,以全身性紅斑性狼瘡為疾病模式探討miR-210-5p在動脈粥樣硬化進程所扮演之角色(3/3),其他單位產學計畫,A1專題研究,,2024/12/1,2025/11/30,主持人,原核定,"667,690",0,0,"667,690",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1248806,113,健康產業科技研究所,陳琦媛,專任,續聘,CMRPF1N0042,探討天然物治療PM2.5介導的肺部衰老及其作用機制(2/2),其他單位產學計畫,A1專題研究,,2024/10/1,2025/9/30,主持人,原核定,"721,302",0,0,"721,302",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1248633,113,健康產業科技研究所,黃文忠,專任,續聘,CMRPF1P0011,Bacopaside N2改善肥胖小鼠的脂肪組織、肝臟之發炎、脂質代謝與胰島素阻抗，並評估調節AMPK與FGF21 pathway作用(1/1),其他單位產學計畫,A1專題研究,,2024/1/1,2024/12/31,主持人,原核定,"1,148,850",0,0,"1,148,850",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1249209,113,健康產業科技研究所,鮑力恒,專任,續聘,CMRPF1P0021,從體外預測體內：我們使肝清除率預測成為可能(1/1),其他單位產學計畫,A1專題研究,,2024/1/1,2024/12/31,主持人,原核定,"1,177,097",0,0,"1,177,097",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1248810,113,健康產業科技研究所,陳琦媛,專任,續聘,CMRPF1P0041,探討PM2.5與肺癌細胞產生 EGFR-TKI抗藥性的關聯(1/2),其他單位產學計畫,A1專題研究,,2024/7/1,2025/6/30,主持人,原核定,"919,589",0,0,"919,589",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1248787,113,健康產業科技研究所,謝喜龍,專任,續聘,CMRPF1P0051,以巴金森氏症為疾病模式探討參與誘發病症發病的可能機制與其潛力中草藥藥物開發(1/1)?,其他單位產學計畫,A1專題研究,,2024/7/1,2025/6/30,主持人,原核定,"803,882",0,0,"803,882",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1248628,113,健康產業科技研究所,黃文忠,專任,續聘,CMRPF3P0011,棕矢車菊素(Jaceosidin)調節發炎體、脂肪激素、免疫細胞功能以改善肥胖氣喘小鼠之呼吸道過度反應(1/1),其他單位產學計畫,A1專題研究,,2024/10/1,2025/9/30,主持人,原核定,"804,416",0,0,"804,416",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1248815,113,健康產業科技研究所,陳琦媛,專任,續聘,CORPF1N0092,整合型Propofol 短效型麻醉劑之重生：505(b)2 之新劑型、新適應症與新投予途徑研究開發之子計畫二：Propofol抗肺癌之細胞膜奈米劑型研製與機制探討(2/2)接續CMRPF1N0031,其他單位產學計畫,A1專題研究,,2024/4/1,2025/3/31,主持人,原核定,"1,200,189",0,0,"1,200,189",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1248780,113,健康產業科技研究所,黃聰龍,專任,續聘,CORPF1P0051,(長長科)整合型基於傳統中藥配方尋找標靶嗜中性白血球發炎的關鍵藥材:治療急性呼吸窘迫症及腫瘤之總計畫(1/3),其他單位產學計畫,A1專題研究,,2024/1/1,2024/12/31,主持人,原核定,0,0,0,0,0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1248779,113,健康產業科技研究所,黃聰龍,專任,續聘,CORPF1P0071,(長長科)整合型基於傳統中藥配方尋找標靶嗜中性白血球發炎的關鍵藥材:治療急性呼吸窘迫症及腫瘤之子計畫二：雞鳴散用於治療嗜中性白血球發炎與急性呼吸窘迫症之研究(1/3),其他單位產學計畫,A1專題研究,,2024/1/1,2024/12/31,主持人,原核定,"1,491,901",0,0,"1,491,901",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1248805,113,健康產業科技研究所,鄭靜宜,專任,續聘,CORPF3P0011,(長長)整合型泌尿上皮癌的精準檢測方法以改善醫療照顧模式之子計畫四：中草藥重金屬與其活性成分對泌尿上皮癌輔助治療之評估(1/2),其他單位產學計畫,A1專題研究,,2024/1/1,2024/12/31,主持人,原核定,"1,149,819",0,0,"1,149,819",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1248785,113,健康產業科技研究所,謝喜龍,專任,續聘,NMRPF3M0053,探究金銀花在腦部炎症相關病變之治療活性及其作用機轉(3/3),政府學術研究計畫-國科會專題研究計畫,--,,2024/8/1,2025/7/31,主持人,原核定,"1,260,000","1,260,000",0,0,0,國科會,國科會,,長庚科技大學,國科會,,長庚科技大學,,否,否
1248772,113,健康產業科技研究所,黃聰龍,專任,續聘,NMRPF3M0063,研究和開發cAMP 提升劑治療嗜中性白血球發炎疾病(3/3),政府學術研究計畫-國科會專題研究計畫,--,,2024/8/1,2025/7/31,主持人,原核定,"1,760,000","1,760,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1248777,113,健康產業科技研究所,黃聰龍,專任,續聘,NMRPF3M0253,開發臺灣蘭科植物作為改善發炎代謝失調的功能性食品(3/3),政府學術研究計畫-國科會專題研究計畫,--,,2024/7/1,2025/6/30,主持人,原核定,"7,600,000","7,600,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1248808,113,健康產業科技研究所,陳琦媛,專任,續聘,NMRPF3N0212,研製厚朴酚及其衍生物2-O-甲基厚朴酚的細胞膜奈米劑型用於肺癌靶向治療(2/3),政府學術研究計畫-國科會專題研究計畫,--,,2024/8/1,2025/7/31,主持人,原核定,"1,460,000","1,460,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
