識別號,年度,承接代表,系所代碼,主聘系所,教師姓名,專兼任,狀態,所屬計畫案,專利/新品種名稱,國別,專利類型,技術報告代碼,進度狀況,技術報告審核完成日期,作者順序,申請人/權利人,申請人/權利人類型,申請日期/公告日期,終止日期,發照機關,證書字號
168945,113,學校,1531,護理系,呂雀芬,專任,續聘,,下體沖洗設備,國內,發明專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2043/11/23,經濟部智慧財產局,I846650
168961,113,學校,1531,護理系,呂雀芬,專任,續聘,,圖卡組(animal),國內,設計專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2024/11/01,2039/01/23,經濟部智慧財產局,D234542
168935,113,學校,1531,護理系,李以文,專任,續聘,,男用尿套,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/09/11,經濟部智慧財產局,D231442
168934,113,學校,1531,護理系,李惠玲,專任,續聘,,壓瘡換藥袋,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/09/11,經濟部智慧財產局,D231440
168907,113,學校,1531,護理系,林秀純,專任,續聘,,流質食物進食裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2043/02/28,經濟部智慧財產局,I834505
168923,113,學校,1531,護理系,林秀純,專任,續聘,,舌肌訓練裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/01,2043/09/11,經濟部智慧財產局,I838314
168949,113,學校,1531,護理系,林秀純,專任,續聘,,便於單手操作並快速置換沖洗耗材之整合型會陰沖洗器,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/07/11,2043/09/11,經濟部智慧財產局,I848816
168973,113,學校,1531,護理系,林嘉玲,專任,續聘,,腦波檢測頭帶,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/11/01,2039/03/04,經濟部智慧財產局,D234577
168974,113,學校,1531,護理系,林嘉玲,專任,續聘,,手套,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/12/01,2039/03/04,經濟部智慧財產局,D235166
168937,113,學校,1531,護理系,洪麗真,專任,續聘,,小兒集尿袋,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/09/11,經濟部智慧財產局,D231438
168951,113,學校,1531,護理系,洪麗真,專任,續聘,,便於單手操作並快速置換沖洗耗材之整合型會陰沖洗器,國內,發明專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2024/07/11,2043/09/11,經濟部智慧財產局,I848816
168926,113,學校,1531,護理系,徐瑩媺,專任,續聘,,藥瓶,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/08/01,經濟部智慧財產局,D231414
168928,113,學校,1531,護理系,徐瑩媺,專任,續聘,,陰部撐開器,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/08/01,經濟部智慧財產局,D231410
168940,113,學校,1531,護理系,徐瑩媺,專任,續聘,,智能手錶,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2038/09/11,經濟部智慧財產局,D231878
168903,113,學校,1531,護理系,陳海焦,專任,續聘,,引流裝置,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/01/21,2038/05/18,經濟部智慧財產局,D229674
168905,113,學校,1531,護理系,陳海焦,專任,續聘,,嘔吐袋,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/01/21,2038/05/18,經濟部智慧財產局,D229673
168936,113,學校,1531,護理系,陳海焦,專任,續聘,,生理沖洗器,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/09/11,經濟部智慧財產局,D231439
168941,113,學校,1531,護理系,陳海焦,專任,續聘,,擠乳用具組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2038/09/11,經濟部智慧財產局,D231879
168933,113,學校,1531,護理系,曾瑛容,專任,續聘,,便盆座椅,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/09/11,經濟部智慧財產局,D231441
168952,113,學校,1531,護理系,曾瑛容,專任,續聘,,應用程式之具變化外觀之圖形化使用者介面,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/08/11,2038/09/11,經濟部智慧財產局,D232918
168943,113,學校,1531,護理系,楊寶圜,專任,續聘,,胃液檢測管,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2038/10/15,經濟部智慧財產局,D231914
168908,113,學校,1531,護理系,劉杏元,專任,續聘,,流質食物進食裝置,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2043/02/28,經濟部智慧財產局,I834505
168924,113,學校,1531,護理系,劉杏元,專任,續聘,,舌肌訓練裝置,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/04/01,2043/09/11,經濟部智慧財產局,I838314
168939,113,學校,1531,護理系,劉杏元,專任,續聘,,甦醒球固定裝置之部分,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2038/09/27,經濟部智慧財產局,D231900
168947,113,學校,1531,護理系,劉杏元,專任,續聘,,氣管內管固定器,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2038/09/27,經濟部智慧財產局,D231901
168950,113,學校,1531,護理系,劉杏元,專任,續聘,,便於單手操作並快速置換沖洗耗材之整合型會陰沖洗器,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/07/11,2043/09/11,經濟部智慧財產局,I848816
168942,113,學校,1531,護理系,戴秀珍,專任,續聘,,面罩,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2038/10/16,經濟部智慧財產局,D231916
168900,113,學校,1531,護理系,謝佩玲,專任,續聘,,血糖機,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/01/21,2038/04/05,經濟部智慧財產局,D229637
168938,113,學校,1531,護理系,韓晶彥,專任,續聘,,甦醒球固定裝置之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2038/09/27,經濟部智慧財產局,D231900
168946,113,學校,1531,護理系,韓晶彥,專任,續聘,,氣管內管固定器,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2038/09/27,經濟部智慧財產局,D231901
168915,113,學校,1531,護理系,瞿馥苓,專任,續聘,,抬臀機,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2038/09/07,經濟部智慧財產局,D230324
168921,113,學校,1531,護理系,瞿馥苓,專任,續聘,,翻身輔助枕,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/01,2038/08/01,經濟部智慧財產局,D230699
168931,113,學校,1531,護理系,瞿馥苓,專任,續聘,,助行器,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/08/01,經濟部智慧財產局,D231415
168948,113,學校,1531,護理系,瞿馥苓,專任,續聘,,抽藥器,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/07/11,2038/10/16,經濟部智慧財產局,D232318
168958,113,學校,1531,護理系,瞿馥苓,專任,續聘,,遠端監護助行器,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/10/01,2043/09/07,經濟部智慧財產局,I857776
168929,113,學校,1531,護理系,羅高文,專任,續聘,,管路固定器,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/08/01,經濟部智慧財產局,D231412
168930,113,學校,1531,護理系,羅高文,專任,續聘,,淋浴用防水圍裙,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/08/01,經濟部智慧財產局,D231411
168954,113,學校,3353,化妝品應用系,吳秋燕,專任,續聘,,隨身型手動磨甲裝置,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/08/11,2043/10/16,經濟部智慧財產局,I852802
168998,113,學校,3353,化妝品應用系,許孟娟,專任,續聘,,定模輔助模型及矯正輔具的製備方法,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/11/11,2044/03/11,經濟部智慧財產局,I862433
168997,113,學校,3353,化妝品應用系,陳姿吟,專任,續聘,,定模輔助模型及矯正輔具的製備方法,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/11/11,2044/03/11,經濟部智慧財產局,I862433
168953,113,學校,3353,化妝品應用系,廖婉玉,專任,續聘,,隨身型手動磨甲裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/08/11,2043/10/16,經濟部智慧財產局,I852802
168975,113,學校,1532,幼兒保育系,田佳靈,專任,續聘,,情緒教學教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/03/11,2037/12/19,經濟部智慧財產局,D230343
168987,113,學校,1532,幼兒保育系,田佳靈,專任,續聘,,消化系統教具,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/08/21,2042/12/19,經濟部智慧財產局,I853379
168988,113,學校,1532,幼兒保育系,邱慧芳,專任,續聘,,牌卡之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/09/11,2038/11/09,經濟部智慧財產局,D233521
168989,113,學校,1532,幼兒保育系,邱慧芳,專任,續聘,,牌卡之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/09/11,2038/11/09,經濟部智慧財產局,D233520
168990,113,學校,1532,幼兒保育系,邱慧芳,專任,續聘,,牌卡之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/09/11,2038/11/09,經濟部智慧財產局,D233519
168991,113,學校,1532,幼兒保育系,邱慧芳,專任,續聘,,牌卡之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/09/11,2038/11/09,經濟部智慧財產局,D233518
168992,113,學校,1532,幼兒保育系,邱慧芳,專任,續聘,,牌卡之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/09/11,2038/11/09,經濟部智慧財產局,D233517
168993,113,學校,1532,幼兒保育系,邱慧芳,專任,續聘,,牌卡之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/09/11,2038/11/09,經濟部智慧財產局,D233516
168994,113,學校,1532,幼兒保育系,邱慧芳,專任,續聘,,牌卡之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/09/11,2038/11/09,經濟部智慧財產局,D233515
168995,113,學校,1532,幼兒保育系,邱慧芳,專任,續聘,,牌卡之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/09/11,2038/11/09,經濟部智慧財產局,D233514
168977,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/21,2038/08/22,經濟部智慧財產局,D230964
168978,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/21,2038/08/17,經濟部智慧財產局,D230960
168979,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,遊戲墊,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/21,2038/08/17,經濟部智慧財產局,D230959
168980,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,保護眼睛教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/21,2038/08/17,經濟部智慧財產局,D230958
168981,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,教具之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/21,2038/08/01,經濟部智慧財產局,D230950
168982,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/21,2038/08/01,經濟部智慧財產局,D230949
168983,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/21,2038/08/01,經濟部智慧財產局,D230948
168984,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/21,2038/08/01,經濟部智慧財產局,D230947
168985,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/21,2038/08/01,經濟部智慧財產局,D230946
168996,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/09/11,2038/11/01,經濟部智慧財產局,D233510
168999,113,學校,1532,幼兒保育系,常雅珍,專任,續聘,,幼兒教具,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/11/21,2043/08/10,經濟部智慧財產局,I863501
168927,113,學校,4444,健康產業科技研究所,黃聰龍,專任,續聘,,一種第I型甲醯胜肽受體拮抗劑及其用途,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2042/07/13,經濟部智慧財產局,I843149
168976,113,學校,4444,健康產業科技研究所,黃聰龍,專任,續聘,,一種草藥萃取物用於製備抑制一個體感染新型冠狀病毒的醫藥組合物之用途,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學(60%)、長庚大學主導(40%),本校、其他學校或機構,2024/12/11,2042/04/06,經濟部智慧財產局,I865864
168972,113,學校,1534,通識教育中心,高幸利,專任,續聘,,圖卡組(十二身笑),國內,設計專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2024/11/01,2039/01/23,經濟部智慧財產局,D234540
168969,113,學校,1534,通識教育中心,張雅君,專任,續聘,,圖卡組(趣味猜拳),國內,設計專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2024/11/01,2039/01/23,經濟部智慧財產局,D234543
164235,112,學校,4641,高齡暨健康照護管理系,石惠美,專任,續聘,無,尿套,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/06/09,經濟部智慧財產局,D223678
164236,112,學校,4641,高齡暨健康照護管理系,石惠美,專任,續聘,無,點滴架照明燈,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/06/09,經濟部智慧財產局,D223677
164238,112,學校,4641,高齡暨健康照護管理系,石惠美,專任,續聘,無,輪椅置物盒組,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/06/09,經濟部智慧財產局,D223679
164241,112,學校,4641,高齡暨健康照護管理系,石惠美,專任,續聘,無,氧氣鋼瓶架固定裝置,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/06/09,經濟部智慧財產局,D223676
164251,112,學校,4641,高齡暨健康照護管理系,石惠美,專任,續聘,無,便攜式奶瓶組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/21,2037/06/09,經濟部智慧財產局,D223882
164258,112,學校,4641,高齡暨健康照護管理系,石惠美,專任,續聘,無,灌食針筒置放裝置,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/02/21,2037/06/09,經濟部智慧財產局,D223883
164260,112,學校,4641,高齡暨健康照護管理系,石惠美,專任,續聘,無,便盆座椅,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/04/21,2037/06/09,經濟部智慧財產局,D224890
164234,112,學校,4641,高齡暨健康照護管理系,江勁政,專任,續聘,無,尿套,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/06/09,經濟部智慧財產局,D223678
164237,112,學校,4641,高齡暨健康照護管理系,江勁政,專任,續聘,無,輪椅置物盒組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/06/09,經濟部智慧財產局,D223679
164257,112,學校,4641,高齡暨健康照護管理系,江勁政,專任,續聘,無,灌食針筒置放裝置,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/21,2037/06/09,經濟部智慧財產局,D223883
164239,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,圖卡教具組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/03/27,經濟部智慧財產局,D223581
164240,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,繪本,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/01/25,經濟部智慧財產局,D223536
164245,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,高齡者踏步訓練裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2042/06/06,經濟部智慧財產局,I793031
164256,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,傘,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/21,2037/01/25,經濟部智慧財產局,D223799
164259,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,**卡牌組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/03/01,2037/01/25,經濟部智慧財產局,D223976
164277,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,桌遊組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/08/01,2037/11/15,經濟部智慧財產局,D226782
164282,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,圖卡組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2038/03/20,經濟部智慧財產局,D228064
164283,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,桌遊組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2038/03/20,經濟部智慧財產局,D228062
164284,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,圖卡組(誰是大歌星),國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2038/03/20,經濟部智慧財產局,D228060
164285,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,圖卡組(創意料理),國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2038/03/20,經濟部智慧財產局,D228061
164287,112,學校,4641,高齡暨健康照護管理系,施福忠,專任,續聘,無,卡片組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2038/03/20,經濟部智慧財產局,D228063
164290,112,學校,4641,高齡暨健康照護管理系,蔡碧藍,專任,續聘,無,繪本,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2037/11/16,經濟部智慧財產局,D228427
164295,112,學校,4641,高齡暨健康照護管理系,蔡碧藍,專任,續聘,無,書,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/12/01,2038/04/19,經濟部智慧財產局,D228874
164252,112,學校,1531,護理系,余怡珍,專任,續聘,無,電子約束帶,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/21,2037/06/28,經濟部智慧財產局,D223906
164272,112,學校,1531,護理系,余怡珍,專任,續聘,無,電子止血帶,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/21,2037/10/02,經濟部智慧財產局,D226012
164279,112,學校,1531,護理系,余怡珍,專任,續聘,無,智能止血裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2042/11/20,經濟部智慧財產局,I818812
164254,112,學校,1531,護理系,吳淑美,專任,續聘,無,切藥器,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/21,2037/06/27,經濟部智慧財產局,D223902
164255,112,學校,1531,護理系,吳淑美,專任,續聘,無,點滴架,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/21,2037/06/27,經濟部智慧財產局,D223901
164293,112,學校,1531,護理系,吳淑美,專任,續聘,無,雙唇閉合運動訓練器,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2042/06/27,經濟部智慧財產局,I822149
164248,112,學校,1531,護理系,李香君,專任,續聘,無,注射器盒,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/04/11,經濟部智慧財產局,D223583
164276,112,學校,1531,護理系,李惠玲,專任,續聘,無,床邊桌,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/08/01,2037/09/11,經濟部智慧財產局,D226755
164275,112,學校,1531,護理系,林秀純,專任,續聘,無,床邊桌,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/08/01,2037/09/11,經濟部智慧財產局,D226755
164280,112,學校,1531,護理系,林秀純,專任,續聘,無,居家洗頭機,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2038/02/28,經濟部智慧財產局,D228039
164292,112,學校,1531,護理系,林秀純,專任,續聘,無,雙唇閉合運動訓練器,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2042/06/27,經濟部智慧財產局,I822149
164288,112,學校,1531,護理系,孫瑞瓊,專任,續聘,無,胎兒監測器之輔助警示裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2043/03/19,經濟部智慧財產局,I822614
164291,112,學校,1531,護理系,孫瑞瓊,專任,續聘,無,膝關節支架,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2038/03/19,經濟部智慧財產局,D228508
166187,112,學校,1531,護理系,陸振芳,專任,續聘,無,傷勢測繪系統,國內,新型專利,無,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/21,2033/02/23,經濟部智慧財產局,M642973
164273,112,學校,1531,護理系,曾瑛容,專任,續聘,無,點滴架*,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/21,2037/10/02,經濟部智慧財產局,D226011
164294,112,學校,1531,護理系,曾瑛容,專任,續聘,無,包,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/12/01,2038/03/20,經濟部智慧財產局,D228825
164242,112,學校,1531,護理系,劉杏元,專任,續聘,無,健身椅,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/08/14,經濟部智慧財產局,D223762
164262,112,學校,1531,護理系,劉杏元,專任,續聘,無,止血帶之部份,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/08/10,經濟部智慧財產局,D225498
164264,112,學校,1531,護理系,劉杏元,專任,續聘,無,陰部投藥裝置,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/08/10,經濟部智慧財產局,D225497
164265,112,學校,1531,護理系,劉杏元,專任,續聘,無,藥盒,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/08/14,經濟部智慧財產局,D225508
164270,112,學校,1531,護理系,劉杏元,專任,續聘,無,陰部投藥裝置,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2042/08/10,經濟部智慧財產局,I803408
164281,112,學校,1531,護理系,劉杏元,專任,續聘,無,居家洗頭機,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2038/02/28,經濟部智慧財產局,D228039
164249,112,學校,1531,護理系,蔣宜倩,專任,續聘,無,注射器盒,國內,設計專利,,已核准,,第三作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/04/11,經濟部智慧財產局,D223583
164278,112,學校,1531,護理系,蕭冰如,專任,續聘,無,呼氣流速檢測用具組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/09/11,2038/01/02,經濟部智慧財產局,D227482
164250,112,學校,1531,護理系,戴秀珍,專任,續聘,無,傷口照護裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2042/09/11,經濟部智慧財產局,I793055
164268,112,學校,1531,護理系,戴秀珍,專任,續聘,無,女用尿液留取器,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/09/11,經濟部智慧財產局,D225533
164286,112,學校,1531,護理系,謝佩玲,專任,續聘,無,母乳擠取用具組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2038/04/05,經濟部智慧財產局,D228073
164243,112,學校,1531,護理系,韓晶彥,專任,續聘,無,健身椅,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/08/14,經濟部智慧財產局,D223762
164261,112,學校,1531,護理系,韓晶彥,專任,續聘,無,止血帶之部份,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/08/10,經濟部智慧財產局,D225498
164263,112,學校,1531,護理系,韓晶彥,專任,續聘,無,陰部投藥裝置,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/08/10,經濟部智慧財產局,D225497
164266,112,學校,1531,護理系,韓晶彥,專任,續聘,無,藥盒,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/08/14,經濟部智慧財產局,D225508
164269,112,學校,1531,護理系,韓晶彥,專任,續聘,無,陰部投藥裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2042/08/10,經濟部智慧財產局,I803408
164253,112,學校,1531,護理系,簡乃卉,專任,續聘,無,電子約束帶,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/02/21,2037/06/28,經濟部智慧財產局,D223906
164244,112,學校,3353,化妝品應用系,趙俊彥,專任,續聘,無,健身椅,國內,設計專利,,已核准,,第三作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/08/14,經濟部智慧財產局,D223762
164267,112,學校,3353,化妝品應用系,趙俊彥,專任,續聘,無,藥盒,國內,設計專利,,已核准,,第三作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/08/14,經濟部智慧財產局,D225508
166185,112,學校,1532,幼兒保育系,田佳靈,專任,續聘,無,消化系統教具,國內,新型專利,無,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/07/11,2032/12/19,經濟部智慧財產局,M643674
166194,112,學校,1532,幼兒保育系,田佳靈,專任,續聘,無,視力保健教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/01,2037/12/19,經濟部智慧財產局,D227813
